question,content
"How do you create a JavaCompiler instance for a JDK not on your system?,How do you assert that a certain exception is thrown in JUnit 4 tests?,How do I use JDK6 ToolProvider and JavaCompiler with the context classloader?,How do I create a Java string from the contents of a file?,How to create a generic array in Java?,How can I create an executable JAR with dependencies using Maven?,How do I create a file and write to it in Java?,How to create a memory leak in Java?,No compiler is provided in this environment. Perhaps you are running on a JRE rather than a JDK?,How to set or change the default Java (JDK) version on OS X?","How do you create a ,JavaCompiler, instance not on your system? More specifically, I would like to be able to create a ,JavaCompiler, instance from a version number.,The only techniques I  have seen for creating ,JavaCompiler, instances are,Is there anyway to create a ,JavaCompiler, instance for any Java version?"
"Palindrome of numbers and sum of palindrome numbers in java,What are the differences between a HashMap and a Hashtable in Java?,Is Java “pass-by-reference” or “pass-by-value”?,How to round a number to n decimal places in Java,How to avoid null checking in Java?,How do I read / convert an InputStream into a String in Java?,When to use LinkedList over ArrayList in Java?,How do I generate random integers within a specific range in Java?,What's the simplest way to print a Java array?,How to create a memory leak in Java?,Why is processing a sorted array faster than processing an unsorted array?",Write a program in Java to input ten numbers in an array and display the palindrome numbers in the array. Compute and display the sum of digits of palindrome numbers.
"sudo as user within a python program,How can I represent an 'Enum' in Python?,How do I list all cron jobs for all users?,What do 'real', 'user' and 'sys' mean in the output of time(1)?,Should I put #! (shebang) in Python scripts, and what form should it take?,Best way to convert string to bytes in Python 3?,What is the Python 3 equivalent of “python -m SimpleHTTPServer”,npm throws error without sudo,Relative imports in Python 3,Using Python 3 in virtualenv,Why is “1000000000000000 in range(1000000000000001)” so fast in Python 3?","I am trying to sudo as another user which is generic account in shell , however userid is still same after  su , any idea on how to fix it ?"
"FileProvider is unable to attach file to email client on Android,Sending Email in Android using JavaMail API without using the default/built-in app,How to send emails from my Android application?,Convert file: Uri to File in Android,Download a file with Android, and showing the progress in a ProgressDialog,How to define a circle shape in an Android XML drawable file?,How do you install an APK file in the Android emulator?,What's “tools:context” in Android layout files?,Gallery can't open content uri image file on android 7.0,Android - Unable To Add Email Attachments Using FileProvider,Sending email with attachment using FileProvider","I used to attach a logs file, that I was storing in externalCacheDir, to a mail client.
Using this : ,intent.putExtra(Intent.EXTRA_STREAM, Uri.fromFile(logFile)),However, starting from Android 11 it just stopped working. So I tried using FileProvider. But once the mail client opens it says ""Couldn't attach file"".,I have tried doing everything I could find here on SO and on the internet in general. But I can't seem to find the solution that will actually work.,Activity :,Manifest :,provider_paths :"
"Which IO classes are optimal for socket programming in Java?,What are the differences between a HashMap and a Hashtable in Java?,Is Java “pass-by-reference” or “pass-by-value”?,How do I efficiently iterate over each entry in a Java Map?,Java inner class and static nested class,How to avoid null checking in Java?,How do I read / convert an InputStream into a String in Java?,When to use LinkedList over ArrayList in Java?,How do I generate random integers within a specific range in Java?,How do I convert a String to an int in Java?,How to create a memory leak in Java?","I've been learning about client/server programs in Java and I am overwhelmed with the many different ways of handling reading and writing to and from the server/client. I've listed the options that I've encountered below.,Input Examples,Output Examples,As you can see there are many different options for handling socket IO. Out of all of these approaches, which of them are the best for basic socket IO? Also, please let me know if some of these are dated approaches or if there is a newer, standardized approach that is used these days. Thank you."
"Importing library Utils,How to import a module given the full path?,Importing files from different folder,Unable to install fancyimpute for use in Jupyter,Google colaboratory: Cannot import 'LRN2D' from utils,Cannot use ssd.pytorch package in google colab,Error Arviz not installed Using in Google Colab Pymc3","I am working on image classification and using Google colab for this purpose.
But when I want to import the following modules, it throws an error."
"Why is this logical operator not working?,Why don't self-closing script elements work?,How do JavaScript closures work?,Which equals operator (== vs ===) should be used in JavaScript comparisons?,Is there a “null coalescing” operator in JavaScript?,How does JavaScript .prototype work?,What is the !! (not not) operator in JavaScript?,What is JSONP, and why was it created?,Python's equivalent of && (logical-and) in an if-statement,Why does Google prepend while(1); to their JSON responses?,Why does ++[[]][+[]]+[+[]] return the string “10”?","im using the code,to check where shrimpcook01 is, but im receiving an alert message even though the div's top value is less than 400px."
"Python - Get incoming TAPI calls,How do I merge two dictionaries in a single expression in Python (taking union of dictionaries)?,How to call an external command?,What are metaclasses in Python?,Does Python have a ternary conditional operator?,How to get the current time in Python,How do I get a substring of a string in Python?,How to import other Python files?,Does Python have a string 'contains' substring method?,Creating a singleton in Python,Relative imports in Python 2.7","How to get incoming calls from windows TAPI using Python?,Microsoft has C++ code examples but not Python (,https://docs.microsoft.com/en-us/windows/win32/tapi/code-snippets,)"
"I want to make rotation button in android studio?,Activity restart on rotation Android,How do you close/hide the Android soft keyboard using Java?,How to stop EditText from gaining focus at Activity startup in Android,Is quitting an application frowned upon?,How do I display an alert dialog on Android?,Is there a unique Android device ID?,What is 'Context' on Android?,Proper use cases for Android UserManager.isUserAGoat()?,How to make an Android device vibrate?","I want to make this kind of button with rotation functionality according to section, but I don't know how to design this kind of button in android also how to rotate of this button?"
"Closest facility forward and reverse direction has same route?,Geolocation-based, wireless mesh routing algorithm: useful?,Zend Route Regex Reverse problem with forward slashes,Combinations into pairs,Two routes with the same direction?,Google Maps API v3 Combinatorics: Shortest Route With Many People, Many Locations,Docker Swarm - Network Overlay not connecting all containers,Allow lan segments to ping each other on multihomed router,Azure App Service Environment Connection to Site to Site VPN,GCE Instances inaccessible - connect: Network is unreachable,Routing millions of paths","I have 7 origins and 7 destinations. I used closest facility analysis in ArcMap setting up incident to facility to find 49 routes. I have same route and miles for all my reverse direction. For instance, why I have same route and miles from Halifax to Texas and Texas to Halifax ? Actually I want to add average slope for each route but since for the reverse direction it is used same route, I have same average slope. Did I miss anything when I built my route network ?,Any idea would be appreciated."
"XPage-Page Cant be displayed error after upgrading to Domino 9.0.1 from 8.5.3,Dojo xhrGet with sync:false issue with xe:viewJsonLegacyService and Domino 8.5.3 SP1,XPage Data View add rows not working on server,Proxy from Domino 8.5.3 to Connections,Moving an XPages app from a Domino 8.5.3 to Domino 9.0 - keep Dojo 1.6.1?,xPages extension library 9 designer client to 8.5.x server,Domino 9.0.0 and 9.0.1 Xpage differences in XPiNC,Old dojo version loading after Domino 9.0.1 FP3 upgrade,StackoverflowError when developing XPages in XPiNC V10,XSP Missing Libraries","I have recently started working with Xpages. The sample Xpage which i created in version 8.5.3 is not working after I upgraded the domino to 9.0.1. After the upgrade even a local test page is giving a 404 error. On the server its giving a Page not found error. I have done the below,,seems like I am missing something very obvious. Please enlighten me. Thank you."
"Webpack: How to keep imports as it is in some output files?,How can I upload files asynchronously?,How do I include a JavaScript file in another JavaScript file?,Managing jQuery plugin dependency in webpack,Split Webpack CommonsChunkPlugin Output into Multiple Files,How to use React components from local npm package,Serving static images with Webpack,Webpack fails to find module dirs,Webpack #.bundle.js files","Suppose I have the following entry files in webpack:,With my current webpack configuration:,I get two output files:,However, I would like to have the following:,How can I achieve this?"
"My component doesn't update data after pushing. Observable doesn't work,How does data binding work in AngularJS?,How do I push data from a reactive form to firestore?,Angular HTTP request error: “post valid request”,Why is router.navigate() returning false?,Type 'Observable<>' is missing the following properties from type 'Observable<>': [see below] (error TS2322),file upload using multer middleware with angular 7 mean stack not working","I have the following doubt.,I have 2 components and a service.,one of the components (Component A) displays test records created with a for.,the second component (Component B) is a form for entering more test data.,The data is stored in a collection in the service.,I created an observable to see reflected the changes made to the service in component A.,My problem is that the changes are not updated, but it seems that the push was executed successfully, the data is simply not ""refreshed"".,Service,Component A,Component B"
"Combining SQL Views loses efficency,How do I perform an IF…THEN in an SQL SELECT?,Add a column with a default value to an existing table in SQL Server,How to return only the Date from a SQL Server DateTime datatype,How to check if a column exists in a SQL Server table?,Check if table exists in SQL Server,How to concatenate text from multiple rows into a single text string in SQL server?,LEFT JOIN vs. LEFT OUTER JOIN in SQL Server,How to Join to first row,How do I UPDATE from a SELECT in SQL Server?,How to Delete using INNER JOIN with SQL Server?","I have 3 views:,I also have a temporary table that contains a list of ID values that I'm interested in.  If I do a query between any view and do an inner join with my table of ID values the results are returned almost immediately.,However if I do a combination of any 2 views and an inner join with the temporary table then the results can take much longer (15-25 seconds).,So a two part question: why does combining more than one view take ,SO, much longer, and what's the fix to make it more efficient?,Some additional background information; View2 and View3 columns are sub-quires, simply creating a new view with all of the columns from each of the views becomes even less efficient than it is now.,Thanks"
"how to check if video is played for consecutive 30 seconds irrespective of starting point in javascript?,How do I check if an object has a specific property in JavaScript?,How can I check for an empty/undefined/null string in JavaScript?,How do I check if an array includes a value in JavaScript?,How can you check for a #hash in a URL using JavaScript?,How to check a not-defined variable in JavaScript,How to check if function exists in JavaScript?,How to deal with floating point number precision in JavaScript?,How to check whether a string contains a substring in JavaScript?","I have a video element in html,what I want is to check if video is played for consecutive 30 seconds irrespective of where it starts, to get a count.,How to write javascript for this in here,})"
"stripe api invoice charge is null,Stripe - Additional Invoice Item included on recurring payment,Stripe API refund after subscription cancelled,How to create a charge and a customer in Stripe (Rails),stripe api: multiple plans / subscriptions, single invoice,Charge vs subscription with Stripe,Why is stripe charging an account before invoice created returns,Invoice Id return with null after change using Stripe,Using Stripe Intents API with Billing (recurring subscriptions),Stripe API: get upcoming invoice for cancelled Subscription","Here is my stripe subscription:,when user downgrade ,refund, the unused balance to ,customer through refund.,To create a refund documentation says ,In the API call, include the charge ID to refund.,I tried to get the charge ID from ,subscription.latest_invoice,but charge id is null  ,""charge"": null,"
"Disable payment method Woocommerce,wordpress- woocommerce add an optional product at checkout,WooCommerce checkout payment options fail,Woocommerce: Removing PayPal Fees when Coupon makes the total Zero / 0,Woocommerce: Runtime error when I place order to process payment using bank API,Checkbox field that add / remove a custom fee in WooCommerce,Woocommerce new cart item price not updating","I have added a checkbox in Woocommerce checkout with this,I need to disable the payment method PayPal if this checkbox is NOT checked. If it is checked, PayPal should be enabled. How do I need to adapt my code/add to it?"
"How to connect Lumen framework with Kafka queue,How can I prevent SQL injection in PHP?,How do I get a YouTube video thumbnail from the YouTube API?,How do you parse and process HTML/XML in PHP?,How do I check if a string contains a specific word?,How does PHP 'foreach' actually work?,Can't launch composer update,Laravel 5.0 is having issue with Predis dependency,LARAVEL- how do I install a package that requires a previous version?,laravel php package conflict","I have a project with Lumen framework. Needs to add queue with Kafka, I found only this package(but for laravel) ,laravel-queue-kafka, and tried to install, but I got errors:,Then I removed doctrine inflector and tried to install once more and got:,Maybe anyone have an experience with Lumen and Kafka, or have link for good documentation about this?"
"Xamarin Shell FlyoutItem's tab click event,OnAppearing event firing twice .with tabbed page,Highlight selected tab in Xamarin Forms UWP,Xamarin forms pass clicked item to command as command parameter,How to make Tabbed page of many content page with a scroll menu in Xamarin forms?,Xamarin forms scroll to top of listView which is inside a tabbed page by tapping Tabbed Page Top Bar,How to bring a search tab on top tabbed page in xamarin forms?,Xamarin Forms iOS custom renderer for tabbed page,How to hide Top Navigations Tabs in Shell TabBar Tabs,How to improve loading performance in Tabbed Page xamarin forms,Unable to capture Xamarin ListView GroupHeader click event","Im using Xamarin forms, and on my AppShell, i want 2 tabs, i want to have a clicked event on one of the tabs, so that when clicked on it doesnt load another page but actually execute a function (show an Rg.Popup on top of the current page).,So i need a way to capture the tab clicked event or maybe a command or anything.,here is what i have:"
"Blazor server side: How to upload files in wwwroot folder,Adding Server-Side Blazor to an existing MVC Core app,How to download a file from blazor server side,AddHttpClient in Blazor Server Side,How to implement logging in blazor (Server side - 3.1),Blazor server side upload file > 28.6MB functionality","Hi i want to upload files in wwwroot folder when click save button, can you help me?,Image Code,public async Task Upload(IFileListEntry file)
{
var path = Path.Combine(_oWebHostEnvironment.ContentRootPath, ""UploadFiles"", file.Name);
var memoryStream = new MemoryStream();
await file.Data.CopyToAsync(memoryStream);"
"Appending to list of lists in python,How do I merge two dictionaries in a single expression in Python (taking union of dictionaries)?,How do I check if a list is empty?,What are metaclasses in Python?,Finding the index of an item in a list,What is the difference between Python's list methods append and extend?,How do you split a list into evenly sized chunks?,How to append something to an array?,Does Python have a ternary conditional operator?,How to remove an element from a list by index,How to make a flat list out of list of lists?","I have a list of lists like this:
,a = [['a', 'b', 'c', 'd', 'e'], ['f', 'g', 'h', 'i', 'j']],I have another list like this:
,b = ['t', 'u', 'v', 'x', 'y'],How do I append list ,b, to as the last list of the list of lists ,a,?,When I do ,a+b,, it gives me this:,[['a', 'b', 'c', 'd', 'e'], ['f', 'g', 'h', 'i', 'j'], 't', 'u', 'v', 'x', 'y'],I need
,[['a', 'b', 'c', 'd', 'e'], ['f', 'g', 'h', 'i', 'j'], ['t', 'u', 'v', 'x', 'y']], but after trying append and extend on the original list of lists that doesn't work."
"Why does useEffect only fire if all values in the conditional array change?,What is the difference between state and props in React?,React useEffect Hook when only one of the effect's deps changes, but not the others,useEffect runs infinite loop despite no change in dependencies,React useEffect hook does not fire when prop dependency changes,useEffect optimize, but unable to re-render when the passed array has changed,Why does React's useReducer returns an empty state when the data is present the first time it was fetched on useEffect?,How to handle useEffect only on condition,React useEffect - passing a function in the dependency array,React Hook useEffect has a missing dependency Props,React hooks: why does useEffect need an exhaustive array of dependencies?","I have the following code, which is in a functional component that receives a prop named ,card,:,What I am seeing is that if both ,card.left, ,and, ,card.top, change, this fires. However, if only one of them changes, it does not fire.,This seems to contradict the documentation for ,useEffect,, the way I'm reading it. But more likely I'm doing something wrong here. How can I make this fire when EITHER value changes?"
